Post Text,LLM Response,Parsed Code,Parsed Microlabel,Parsed Macrolabel,date,About Israel
"‼️🍔🍟 Fast Food ist voller Antibiotika, Hormone und enthält bis zu 6293mal mehr Schwermetalle als die zulässige Grenze in Trinkwasser ⚠️

Die Gruppe «Moms Across America» hat im September Lebensmittelproben von zehn Fastfood-Ketten, darunter Burger King und McDonald’s, testen lassen – mit erschreckenden Ergebnissen.

Jede Lebensmittelprobe wurde auf das Vorhandensein von 104 der gängigsten Tierarzneimittel und Hormone untersucht

❗️Von zehn untersuchten Fast-Food-Gerichten wurden alle bis auf zwei positiv auf Tierarzneimittel getestet.

👉 Von 43 getesteten Schulmahlzeiten wiesen 95 Prozent nachweisbare Mengen an Glyphosat auf. 

Dabei handelt es sich um ein krebserregendes und endokrin wirksames Unkrautvernichtungsmittel, das mit Leberentzündungen, Stoffwechselstörungen, Herz-Kreislauf-Erkrankungen und Krebs in Verbindung gebracht wird.

‼️ 100 Prozent der getesteten Schulmahlzeiten enthielten Schwermetalle in einer Konzentration, die bis zu 6293-mal höher war als die im Trinkwasser zulässigen Höchstwerte.

Die Ergebnisse  sind absolut katasrrophal!

🗞 Hier alles erfahren 🔗

Erfahre hier ausserdem wieso dieses Essen dumm macht! 👈

🛎 FreieMedien abonnieren👇

✍️ Substack & Newsletter (free) 
🗣 auf X | GETTR | Odysee | Bastyon",5,5,Gesundheit und Gesundheitssystem,Allgemeine Bedenken,2023-10-30T17:14:18.000Z,0
"Nicht ansprechbar: „Chrupallas Zustand ist ernst“ 
EXKLUSIV: Augenzeugen berichten, was sie bei dem mutmaßlichen Anschlag sahen.
Es waren ebenso gespenstische wie dramatische Szenen in Ingolstadt, von denen jetzt zwei Menschen im Gespräch mit mir berichten, die vor Ort waren. Und auch Alice Weidels Sprecher äußert sich zu den Bedrohungen gegen sie – und einem Bericht des Spiegels, der diese ins Lächerliche zieht. 
https://reitschuster.de/post/nicht-ansprechbar-chrupallas-zustand-ist-ernst/",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-04T20:19:48.000Z,0
"Jetzt spricht Chrupalla: „Es war ein Anschlag“

Die JF schreibt: 

Erstmals berichtet der AfD-Chef über den Anschlag und einen unterschlagenen Blutfleck. 

Chrupalla kritisiert auch die Ermittlungsbehörden scharf. Es gehe ihm weiterhin nicht gut. 

Der JF liegt zudem eine Begutachtung vor, die den Einstich und sogar „entzündliche Veränderungen“ bestätigt.

Der Artikel ist hinter einer Bezahlschranke",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-10T18:42:03.000Z,0
"Liebe Freunde, Wegbegleiter und Unterstützer! ❤️

Wir lernen in dieser auch für uns neuen Situation minütlich dazu und bedanken uns für die  Hinweise bezüglich der Unterstützungspost für Reiner. 

Bitte beachtet folgende KORREKTUREN: 

❌Es ist in der JVA Rosdorf NICHT gestattet, der Post Briefmarken oder Geld BEIZULEGEN. 😢 

✅POSTKARTEN hingegen sind dort ERLAUBT! 😊

Infos hier: https://justizvollzugsanstalt-rosdorf.niedersachsen.de/startseite/besuchs_und_angehoerigeninformation/untersuchungshaft/post/

Wir leben in Zeiten, in denen es nur gemeinsam und nicht gegeneinander funktionieren kann, die Welt zu einem besseren und gerechteren Ort für ALLE  zu machen. 🙏🍀❤️

ALSO, SCHREIBT AUCH GERNE POSTKARTEN!! 😊💪❤️

#gemeinsam

JVA Rosdorf
Dr. Reiner Füllmich
Am Großen Sieke 8
37124 Rosdorf

🔴Das nächste Update am kommenden Sonntag, 20 Uhr bei @BITTELTV

@icic_law_official 
@icic_law_news
@ReinerFuellmich
@ReinerFuellmichEnglish
www.icic.law",16,16,Rechts- und Justizsystem,Vertrauen in Institutionen,2023-10-16T09:00:01.000Z,0
Wow. Und das lief bei Bild-TV.  Deutlicher geht es nicht in einem so kurzem Beitrag: https://t.me/AnonymousSchweizOrginal/22373,23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-26T18:33:47.000Z,0
"👉 Wagenknecht spendet laut eigener Website an die Antifa, wobei sie den genauen Betrag unter Verschluss hält.

@LIONMediaNews",21,21,Bewertung politischer Positionen,Politische Parteien und Meinungen,2023-10-22T11:50:50.000Z,0
"Antifa: Hämische Freude über Tod von Gunnar Kaiser

Wie weit der Hass der Antifa geht, zeigt dieses aktuelle Beispiel: Der österreichische Antifa-Denunziant Uwe Sailer freut sich über den Tod des Philosophen Gunnar Kaiser. Auf Facebook sonderte der mehrfach mit kirchlichen und linken Preisen geehrte Sailer eine besonders wirre Wortmeldung ab. Kaiser sei „an seiner Lebenseinstellung verstorben“, behauptet Sailer. Noch skurriler: „Wer Fake News verbreitet, muss damit rechnen, dass er vorzeitig verstirbt.“

Sailer, der schon in der Vergangenheit vielfach einschlägig auffällig war und vor Gericht stand, veröffentliche zuletzt die Wohnadressen alternativer Journalisten, die damit für mögliche Attacken aus dem linksradikalen Spektrum markiert waren.

👉 Mehr dazu lesen Sie hier: https://auf1.info/provoziert-ard-experte-sailer-antifa-anschlaege-auf-alternativmedien/",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-24T13:00:43.000Z,0
"EU-Kommission äußert sich zu LEAK Pfizer-Vertrag... !!!!!  ... nicht! 

Eine Kommissionssprecherin teilte mir heute mit, dass sie weiterhin beharrlich keine Dokumente kommentieren, die nicht von ihnen selber kommen. Das ist das Zitat aus der Mail. 
Also: Der skandalöse ungeschwärzte Vertrag Pfizer & EU wird weiterhin nicht kommentiert. Einfach aussitzen also....

Wie lange sitzen die bezahlten Beamten in Brüssel das noch aus?

Nein, nein. So geht das nicht. Wir bleiben hartnäckig und berichten schonungslos. Bis die Verträge offen gelegt werden und sich die Verantwortlichen erklären! 
Folgen Sie mir auf Telegram: https://t.me/stefanmagnet",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-31T11:51:31.000Z,0
"Homburg:

„mRNA ist gescheitert

Heute kamen atemberaubende RKI-Zahlen heraus. Der kleine Zacken in der Grafik (Pfeil) zeigt, dass der neue Stoff kaum noch gewünscht wird.

Datenquelle: https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html

Aufgrund der massiven Werbung durch Politik und Medien war ich auf diese Zahlen, die vor einer Stunde erschienen, sehr gespannt. Ihre Deutung ist schwierig: 

• Hat sich die wissenschaftliche Kritik an der mRNA herumgesprochen? 

• Haben die Fernsehberichte über Impfgeschädigte und Impftote Spuren hinterlassen? 

• Oder haben die Menschen so viele Schäden bei sich selbst oder Bekannten bemerkt, dass sie auf weitere Behandlungen verzichten?“

t.me/Rosenbusch",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-10T11:00:35.000Z,0
"💥Anklage gegen Michael Ballweg nicht zugelassen!💥

❗️❗️Aktuelle Eilmeldung ❗️❗️

Das Landgericht Stuttgart hat die Anlage gegen Michael Ballweg wegen versuchten Betruges und Geldwäsche nicht zugelassen.

Weitere Informationen in Kürze.

Mein Kanal:

t.me/RA_Ludwig",16,16,Rechts- und Justizsystem,Vertrauen in Institutionen,2023-10-10T16:39:49.000Z,0
"Die Tim Kellner Show bei AUF1 - Episode 7

In dieser exklusiven Ausgabe für AUF1 führt der „Love Priest“ Tim Kellner den ganzen tagespolitischen Irrsinn in gewohnter Art und Weise satirisch vor. In Episode 7 thematisiert Tim Kellner unter anderem den AUF1-Rechtskampf mit der ARD, die aufkommende Migrationsdebatte mit der Heuchelei der Systemparteien und noch vieles mehr…

🤡 Warnhinweis: Diese Sendung kann politisch unkorrekten Humor und satirische Verdrehungen beinhalten!

Hier die ganze Sendung „Tim Kellner Show AUF1“ ansehen: ▶️ https://auf1.tv/love-priest-tim-kellner/die-tim-kellner-show-bei-auf1-episode-7",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-23T17:00:29.000Z,0
"Die Tim Kellner Show bei AUF1 - Episode 7

In dieser exklusiven Ausgabe für AUF1 führt der „Love Priest“ Tim Kellner den ganzen tagespolitischen Irrsinn in gewohnter Art und Weise satirisch vor. In Episode 7 thematisiert Tim Kellner unter anderem den AUF1-Rechtskampf mit der ARD, die aufkommende Migrationsdebatte mit der Heuchelei der Systemparteien und noch vieles mehr…

🤡 Warnhinweis: Diese Sendung kann politisch unkorrekten Humor und satirische Verdrehungen beinhalten!

Hier die ganze Sendung „Tim Kellner Show AUF1“ ansehen: ▶️ https://auf1.tv/love-priest-tim-kellner/die-tim-kellner-show-bei-auf1-episode-7",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-24T09:40:08.000Z,0
"Sowohl die Staatsanwaltschaft als auch der behandelte Arzt distanzierten sich jetzt teilweise von den Angaben des Arztbriefes. In dem war explizit von einem „Nadelstich“ und auch einer „intramuskulären Injektion“ und einer „Infektion mit unklarer Substanz"" die Rede.
Jetzt also der Widerruf durch den behandelnden Arzt – ""nachdem die Polizei ihn verhörte"".
Da hat die Polizei offenbar im Verhör ganze Arbeit geleistet.",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-07T11:39:22.000Z,0
"Die Tim Kellner Show bei AUF1 - Episode 4

In dieser exklusiven Ausgabe für AUF1 führt der „Love Priest“ Tim Kellner den ganzen tagespolitischen Irrsinn in gewohnter Art und Weise satirisch vor. In Episode 4 thematisiert Tim Kellner unter anderem die Aussagen von Friedrich Merz und die Reaktionen zum Flüchtlingsthema, die deutsche Unterstützung der Ukraine, die Gesprächsrunde mit AfD-Bundessprecher Tino Chrupalla bei „Hart aber Fair"", und noch vieles mehr…

🤡 Warnhinweis: Diese Sendung kann politisch unkorrekten Humor und satirische Verdrehungen beinhalten!

Hier die ganze Sendung „Tim Kellner Show AUF1“ ansehen: ▶️ https://auf1.tv/love-priest-tim-kellner/die-tim-kellner-show-bei-auf1-episode-4",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-02T17:00:45.000Z,0
"Die Tim Kellner Show bei AUF1 - Episode 4

In dieser exklusiven Ausgabe für AUF1 führt der „Love Priest“ Tim Kellner den ganzen tagespolitischen Irrsinn in gewohnter Art und Weise satirisch vor. In Episode 4 thematisiert Tim Kellner unter anderem die Aussagen von Friedrich Merz und die Reaktionen zum Flüchtlingsthema, die deutsche Unterstützung der Ukraine, die Gesprächsrunde mit AfD-Bundessprecher Tino Chrupalla bei „Hart aber Fair"", und noch vieles mehr…

🤡 Warnhinweis: Diese Sendung kann politisch unkorrekten Humor und satirische Verdrehungen beinhalten!

Hier die ganze Sendung „Tim Kellner Show AUF1“ ansehen: ▶️ https://auf1.tv/love-priest-tim-kellner/die-tim-kellner-show-bei-auf1-episode-4",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-03T07:49:01.000Z,0
"Interessantes Detail
🏆Nobelpreis-Gewinnerin für Covid-Impfung  Karikó  war Agentin der Ungarischen Geheimpolizei

...sagt zumindest Wikipedia - spannenderweise allerdings nur in der englischen Version.
Schaltet man auf Deutsch um, verschwindet diese Information.

Zitat (übersetzt):
""Karikó erwarb 1978 einen B.Sc. in Biologie und 1982 einen Doktortitel in Biochemie, beides an der Universität Szeged. Sie setzte ihre Postdoc-Forschung am Institut für Biochemie des Biologischen Forschungszentrums Ungarns fort. Von 1978 bis 1985 war sie als Agentin für die ungarische Geheimpolizei tätig, eine Aufgabe, zu der sie nach eigenen Angaben erpresst wurde, weil sie Auswirkungen auf ihre Karriere oder Repressalien gegen ihren Vater befürchtete.1985 verlor das Labor seine Finanzierung, und sie verließ Ungarn mit ihrem Mann und ihrer zweijährigen Tochter in Richtung USA. Bei der Einwanderung in die USA schmuggelten sie 900 Pfund in einem Teddybär ein, Geld, das sie durch den Verkauf ihres Autos und den Kauf von britischen Pfund auf dem Schwarzmarkt erhalten hatten.""

👉 Was solche Leute, die nun im Rampenlicht stehen, manchmal für eine krasse und aufregende Vergangenheit haben ist mehr als erstaunlich 🤨

👉 auf telegram 👉auf substack 👉auf youtube 👉auf odysee 👉auf Twitter
.",23,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-03T16:25:48.000Z,0
"Donald Trump: In weniger als fünf Monaten werden „wir“ Joe Biden besiegen und unser Land zurückerobern.“ Zitat Ende 

Wir müssen reden …

D. Trump erklärte dies in Summerville, South Carolina. Offensichtlich spielte dies auf etwas anderes an - was er gesagt hatte.

Erinnerst du dich, als er immer wieder sagte, dass wir kein weiteres Jahr haben?

Erinnerst du dich, als er immer wieder sagte, dass Amerika kein weiteres Jahr überleben könne?

Was ist die zugrunde liegende Botschaft?

Frage dich also, ob die Wahlen in mehr als einem Jahr stattfinden. Wie kann er erwarten, Joe Biden in weniger als fünf Monaten zu entfernen?

Wie kann er sagen, dass wir unser Land in weniger als fünf Monaten zurückerobern werden, wenn wir noch nicht einmal das Jahr 2023 hinter uns haben?

Es stellt sich also die Frage, was vorher passieren wird.

Wir müssen bedenken, was am 3. Oktober passieren wird. Als der Irak ankündigte, dass er nächste Woche den „Unabhängigkeitstag“ ausrufen werde.

Unbeabsichtigterweise wird dies dasselbe auch für Amerika bedeuten.

Vor finanzieller Freiheit passiert nichts anderes. Was wovon zeugt?

1. Finanzen 

2. Politik 

3. Soziales 

4. Universelles

Denken daran, dass die Kabale ebenso wie die Covid-19-Krise im März 2020 die allgemeine Bevölkerung durch die Tatsache abgelenkt hat, dass die Fed-Reserve vom US-Finanzministerium übernommen wurde.

Die Oktober-Methode zur Ablenkung wird nicht anders sein.

Am 1. Oktober übernimmt General Charles Q‘ Brown die Macht.

Roter Oktober-

Was wird voraussichtlich passieren?

Unabhängigkeit Irak/USA (monetär)

Neue US-Schatzanweisungen

Wiedereinsetzung des IQD

FEMA-Warnsystem Amerika 

Leute, im Oktober muss etwas Dramatisches passieren, um „Less Than 5 Months“ zu treffen.

Erinnerst du dich an den Regenschirm mit dem Präsidentensiegel?

Erinnerst du dich an die Schuldenuhr, die 33 Billionen erreichte?

Erinnerst du dich an das Treffen vom 23. September?

Erinnerst du dich, dass D. Trump sagte, er befinde sich jetzt in seiner zweiten Amtszeit?

Dies baut sich zu etwas auf, das sich auf den nächsten Monat auswirken wird. 

Der 3. Oktober wird gesetzlich als Nationalfeiertag verankert und markiert die Unabhängigkeit des Landes von Großbritannien im Jahr 1932.

Der Irak steht seit mehr als 20 Jahren unter britischer Herrschaft und ist lediglich ein Vasallenstaat.

Hat D. Trump das immer gemeint, als er sagte... „Früher als Sie denken“?

Denn die gängige Meinung besagt, dass niemand, der für ein Amt kandidiert, ohne eine Wahl irgendetwas erreicht, ganz gleich, welche Absichten er hat.

Die meisten denken also natürlich an nächstes Jahr und darüber hinaus.",22,22,Glauben an kontrollierte Krisen durch Eliten,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-01T04:10:04.000Z,0
"Propaganda für Arme!
150 Meter weiter steigt man ganz normal in ein Flugzeug ein!
Wie dämlich muss man sein???😂😂😂",11,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-18T05:13:56.000Z,0
"Hauser und Strasser: So kommen wir aus den WHO-Verträgen heraus!

Impfschäden explodieren, Ärzte wollen nicht mehr impfen. Doch der nächste Ausnahmezustand wird längst vorbereitet! Das Zeitfenster schließt sich, die WHO will mit neuen radikalen Zwangsverträgen die WHO-Diktatur errichten. Es muss jetzt gekämpft werden, betonen der Arzt und der Politiker Hannes Strasser und Gerald Hauser im Doppelinterview bei Stefan Magnet. 

➡️ https://auf1.tv/das-grosse-interview/hauser-und-strasser-so-kommen-wir-aus-den-who-vertraegen-heraus",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-08T10:30:39.000Z,0
"😄 So wird's eigentlich schon immer gemacht  - Der Reporter trägt einen Helm und eine kugelsichere Jacke. Der Kameramann trägt ein leichtes Hemd und eine Baseballmütze. So machen es die Medien. #Gaza im Hintergrund.

@DanijelSheran",14,14,Medien und Presse,Vertrauen in Institutionen,2023-10-25T21:32:20.000Z,0
"Zu viel Info – zu wenig Zeit

02.10.2023


Wissenschaftler – oder Idioten?


Zum Kanal: https://t.me/Blickwinkel
Zum Lesen: https://t.me/ZvizwZ/268",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-02T06:22:35.000Z,0
"👊👊👊 AfD holt Prof. Bhakdi in den Bundestag

Zitat: ""Im März 2023 forderte die Fraktion der Alternative für Deutschland dann einen „Untersuchungsausschuss Corona“ im Deutschen Bundestag. Dieser sollte sich ein „Gesamtbild der Handlungen und Unterlassungen der Bundesregierung und der ihr nachgeordneten Behörden vor und während der Sars-CoV-2-Pandemie verschaffen“. Der Antrag wurde jedoch von der Tagesordnung abgesetzt

Nun organsiert die AfD-Fraktion das 2. Corona-Symposium in den Räumlichkeiten des Deutschen Bundestages. Dazu hat man über 1000 Mediziner, Wissenschaftler, Ökonomen, Staatsrechtler und Personen aus dem öffentlichen Leben zur Aufarbeitung dieser höchst fragwürdigen Zeit eingeladen

Gut zwei Dutzend Referenten halten Impulsvorträge und stehen Rede und Antwort bei Podiumsdiskussionen. Das Panel liest sich wie das „Who is Who“ der Corona-Kritiker

Am ersten Tag berichtet unter anderem Prof. Dr. Stefan Homburg.. 

Quelle

Ihr🔻wollt mehr🔻erfahren

ⓁⓀ Ⓝⓔⓦⓢ 🔻 🔻🔻

🇩🇪 https://t.me/LKNews2/ 🇩🇪

ⓁⓀ Ⓝⓔⓦⓢ 🔺 🔺🔺",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-27T17:36:36.000Z,0
